,order_id,order_date,order_time
4465,1987,2015-02-02,20:09:54
4468,1988,2015-02-02,20:46:01
4471,1989,2015-02-02,21:15:17
4473,1990,2015-02-02,21:22:35
4476,1991,2015-02-02,21:47:12
4477,1992,2015-02-02,21:48:32
4478,1993,2015-02-02,22:07:29
4479,1994,2015-02-02,22:08:10
4483,1995,2015-02-02,22:19:33
4487,1996,2015-02-03,11:25:25
4490,1997,2015-02-03,11:35:10
4491,1998,2015-02-03,11:47:03
4492,1999,2015-02-03,12:07:51
4502,2000,2015-02-03,12:14:27
4513,2001,2015-02-03,12:20:45
4517,2002,2015-02-03,12:21:10
4520,2003,2015-02-03,12:21:25
4521,2004,2015-02-03,12:24:06
4524,2005,2015-02-03,12:32:02
4528,2006,2015-02-03,12:35:28
4532,2007,2015-02-03,12:37:21
4534,2008,2015-02-03,12:47:12
4535,2009,2015-02-03,12:55:07
4536,2010,2015-02-03,13:00:41
4540,2011,2015-02-03,13:01:28
4544,2012,2015-02-03,13:19:00
4546,2013,2015-02-03,13:20:46
4549,2014,2015-02-03,13:23:13
4550,2015,2015-02-03,13:23:49
4551,2016,2015-02-03,13:47:00
4554,2017,2015-02-03,13:51:56
4556,2018,2015-02-03,14:06:04
4560,2019,2015-02-03,14:14:03
4561,2020,2015-02-03,14:14:05
4562,2021,2015-02-03,14:25:13
4566,2022,2015-02-03,14:36:36
4568,2023,2015-02-03,15:05:28
4569,2024,2015-02-03,16:04:02
4572,2025,2015-02-03,16:11:01
4574,2026,2015-02-03,16:11:48
4575,2027,2015-02-03,16:20:30
4577,2028,2015-02-03,16:38:16
4578,2029,2015-02-03,16:47:49
4580,2030,2015-02-03,16:50:44
4582,2031,2015-02-03,16:51:05
4585,2032,2015-02-03,17:12:51
4586,2033,2015-02-03,17:13:15
4590,2034,2015-02-03,17:15:18
4592,2035,2015-02-03,17:16:16
4593,2036,2015-02-03,17:17:29
4596,2037,2015-02-03,17:30:57
4597,2038,2015-02-03,17:31:35
4598,2039,2015-02-03,17:36:07
4599,2040,2015-02-03,17:36:45
4600,2041,2015-02-03,17:40:35
4601,2042,2015-02-03,18:01:43
4604,2043,2015-02-03,18:23:13
4605,2044,2015-02-03,18:33:46
4607,2045,2015-02-03,18:46:11
4608,2046,2015-02-03,18:46:54
4610,2047,2015-02-03,18:47:08
4613,2048,2015-02-03,18:48:26
4614,2049,2015-02-03,19:00:24
4617,2050,2015-02-03,19:20:46
4621,2051,2015-02-03,19:51:00
4625,2052,2015-02-03,19:54:31
4629,2053,2015-02-03,20:42:43
4631,2054,2015-02-03,20:46:45
4633,2055,2015-02-03,20:59:30
4635,2056,2015-02-03,21:05:04
4638,2057,2015-02-03,21:11:26
4640,2058,2015-02-04,11:19:17
4642,2059,2015-02-04,11:41:34
4645,2060,2015-02-04,11:45:09
4647,2061,2015-02-04,11:49:00
4649,2062,2015-02-04,11:56:32
4650,2063,2015-02-04,12:25:02
4651,2064,2015-02-04,12:26:39
4655,2065,2015-02-04,12:27:21
4658,2066,2015-02-04,12:44:20
4660,2067,2015-02-04,12:47:00
4661,2068,2015-02-04,12:49:48
4663,2069,2015-02-04,12:58:32
4665,2070,2015-02-04,13:00:47
4667,2071,2015-02-04,13:06:29
4668,2072,2015-02-04,13:08:24
4669,2073,2015-02-04,13:35:51
4678,2074,2015-02-04,13:41:08
4680,2075,2015-02-04,14:03:04
4693,2076,2015-02-04,14:11:44
4695,2077,2015-02-04,14:31:27
4696,2078,2015-02-04,14:49:29
4698,2079,2015-02-04,14:57:11
4699,2080,2015-02-04,14:58:48
4701,2081,2015-02-04,15:14:39
4705,2082,2015-02-04,15:16:20
4706,2083,2015-02-04,15:40:20
4707,2084,2015-02-04,16:06:23
4709,2085,2015-02-04,16:16:36
4710,2086,2015-02-04,16:38:50
4712,2087,2015-02-04,16:39:18
4714,2088,2015-02-04,16:48:57
4715,2089,2015-02-04,17:05:16
4716,2090,2015-02-04,17:17:07
4720,2091,2015-02-04,17:17:43
4722,2092,2015-02-04,17:31:43
4724,2093,2015-02-04,17:33:29
4726,2094,2015-02-04,17:35:45
4728,2095,2015-02-04,17:49:55
4732,2096,2015-02-04,18:11:16
4733,2097,2015-02-04,18:13:32
4736,2098,2015-02-04,18:16:27
4738,2099,2015-02-04,18:44:17
4739,2100,2015-02-04,18:46:03
4741,2101,2015-02-04,19:27:08
4744,2102,2015-02-04,19:30:52
4747,2103,2015-02-04,19:38:28
4751,2104,2015-02-04,20:09:43
4754,2105,2015-02-04,20:22:27
4755,2106,2015-02-04,20:54:54
4757,2107,2015-02-04,21:01:41
4759,2108,2015-02-04,21:05:07
4763,2109,2015-02-04,21:13:14
4765,2110,2015-02-04,21:16:34
4767,2111,2015-02-04,21:28:44
4771,2112,2015-02-04,22:07:51
4772,2113,2015-02-04,22:16:08
4774,2114,2015-02-04,22:26:28
4775,2115,2015-02-05,11:15:19
4779,2116,2015-02-05,12:11:52
4780,2117,2015-02-05,12:20:33
4781,2118,2015-02-05,12:24:57
4784,2119,2015-02-05,12:30:46
4785,2120,2015-02-05,12:47:12
4786,2121,2015-02-05,12:50:51
4787,2122,2015-02-05,12:52:55
4789,2123,2015-02-05,12:54:56
4790,2124,2015-02-05,12:56:27
4795,2125,2015-02-05,13:06:10
4796,2126,2015-02-05,13:31:29
4809,2127,2015-02-05,13:42:16
4810,2128,2015-02-05,13:42:50
4812,2129,2015-02-05,13:48:38
4816,2130,2015-02-05,14:17:14
4817,2131,2015-02-05,14:17:24
4818,2132,2015-02-05,14:18:04
4822,2133,2015-02-05,14:18:52
4823,2134,2015-02-05,14:36:32
4826,2135,2015-02-05,14:38:28
4829,2136,2015-02-05,14:54:49
4832,2137,2015-02-05,15:00:15
4835,2138,2015-02-05,15:08:13
4837,2139,2015-02-05,15:41:58
4838,2140,2015-02-05,16:55:35
4839,2141,2015-02-05,17:00:13
4840,2142,2015-02-05,17:36:09
4842,2143,2015-02-05,17:44:52
4846,2144,2015-02-05,17:48:08
4848,2145,2015-02-05,17:57:12
4850,2146,2015-02-05,18:04:19
4852,2147,2015-02-05,18:11:25
4856,2148,2015-02-05,18:15:37
4858,2149,2015-02-05,18:19:51
4859,2150,2015-02-05,18:22:25
4860,2151,2015-02-05,18:22:28
4862,2152,2015-02-05,18:35:11
4864,2153,2015-02-05,18:38:01
4866,2154,2015-02-05,18:55:27
4868,2155,2015-02-05,18:59:56
4870,2156,2015-02-05,19:29:29
4873,2157,2015-02-05,19:39:29
4875,2158,2015-02-05,19:49:47
4877,2159,2015-02-05,19:55:12
4881,2160,2015-02-05,20:01:50
4882,2161,2015-02-05,20:10:24
4884,2162,2015-02-05,20:15:06
4886,2163,2015-02-05,20:18:08
4888,2164,2015-02-05,20:23:49
4889,2165,2015-02-05,20:29:51
4891,2166,2015-02-05,20:41:36
4892,2167,2015-02-05,20:56:14
4893,2168,2015-02-05,20:59:08
4894,2169,2015-02-05,21:23:02
4896,2170,2015-02-05,21:34:23
4897,2171,2015-02-05,21:48:24
4898,2172,2015-02-05,21:51:44
4902,2173,2015-02-05,21:56:42
4903,2174,2015-02-05,22:00:17
4907,2175,2015-02-06,11:16:08
4908,2176,2015-02-06,11:18:53
4909,2177,2015-02-06,11:25:48
4911,2178,2015-02-06,11:32:25
4912,2179,2015-02-06,11:54:09
4913,2180,2015-02-06,11:59:14
4915,2181,2015-02-06,12:06:15
4917,2182,2015-02-06,12:22:30
4926,2183,2015-02-06,12:25:17
4930,2184,2015-02-06,12:40:25
4933,2185,2015-02-06,12:54:25
4934,2186,2015-02-06,13:03:16
4935,2187,2015-02-06,13:10:13
4940,2188,2015-02-06,13:13:33
4953,2189,2015-02-06,13:14:59
4955,2190,2015-02-06,13:19:45
4957,2191,2015-02-06,13:19:59
4960,2192,2015-02-06,13:20:41
4961,2193,2015-02-06,13:21:21
4965,2194,2015-02-06,13:22:11
4967,2195,2015-02-06,13:39:29
4970,2196,2015-02-06,13:45:32
4971,2197,2015-02-06,14:01:18
4973,2198,2015-02-06,14:13:09
4977,2199,2015-02-06,14:36:06
4978,2200,2015-02-06,15:21:45
4979,2201,2015-02-06,15:24:02
4980,2202,2015-02-06,15:31:14
4982,2203,2015-02-06,16:11:41
4986,2204,2015-02-06,16:28:46
4987,2205,2015-02-06,16:39:28
4989,2206,2015-02-06,16:59:29
4992,2207,2015-02-06,17:00:57
4993,2208,2015-02-06,17:10:44
4995,2209,2015-02-06,17:11:37
4998,2210,2015-02-06,17:24:07
4999,2211,2015-02-06,17:30:36
5001,2212,2015-02-06,17:52:48
5002,2213,2015-02-06,17:53:26
5004,2214,2015-02-06,17:57:31
5006,2215,2015-02-06,18:07:53
5008,2216,2015-02-06,18:10:26
5010,2217,2015-02-06,18:21:44
5013,2218,2015-02-06,18:29:00
5015,2219,2015-02-06,18:41:54
5017,2220,2015-02-06,18:46:32
5018,2221,2015-02-06,18:47:16
5022,2222,2015-02-06,18:51:55
5025,2223,2015-02-06,19:02:30
5026,2224,2015-02-06,19:02:49
5027,2225,2015-02-06,19:23:26
5028,2226,2015-02-06,19:29:57
5031,2227,2015-02-06,19:43:48
5032,2228,2015-02-06,20:04:33
5034,2229,2015-02-06,20:16:54
5037,2230,2015-02-06,20:41:12
5038,2231,2015-02-06,20:42:58
5039,2232,2015-02-06,20:50:02
5042,2233,2015-02-06,21:07:01
5043,2234,2015-02-06,21:17:17
5047,2235,2015-02-06,21:26:37
5049,2236,2015-02-06,21:32:03
5052,2237,2015-02-06,21:37:09
5055,2238,2015-02-06,21:38:28
5056,2239,2015-02-06,22:09:09
5057,2240,2015-02-06,22:22:17
5059,2241,2015-02-07,11:40:43
5062,2242,2015-02-07,11:57:32
5067,2243,2015-02-07,12:22:59
5069,2244,2015-02-07,12:24:36
5070,2245,2015-02-07,12:30:31
5071,2246,2015-02-07,12:52:30
5073,2247,2015-02-07,13:15:55
5074,2248,2015-02-07,13:22:06
5076,2249,2015-02-07,13:24:15
5077,2250,2015-02-07,13:31:14
5078,2251,2015-02-07,13:58:00
5080,2252,2015-02-07,14:32:17
5082,2253,2015-02-07,14:54:01
5083,2254,2015-02-07,15:00:58
5092,2255,2015-02-07,15:15:54
5095,2256,2015-02-07,15:22:04
5099,2257,2015-02-07,15:28:55
5102,2258,2015-02-07,15:34:05
5103,2259,2015-02-07,15:41:25
5104,2260,2015-02-07,15:43:28
5108,2261,2015-02-07,15:48:00
5109,2262,2015-02-07,16:36:54
5111,2263,2015-02-07,16:42:45
5113,2264,2015-02-07,16:46:03
5115,2265,2015-02-07,17:05:42
5119,2266,2015-02-07,17:20:38
5120,2267,2015-02-07,17:22:30
5123,2268,2015-02-07,17:27:05
5124,2269,2015-02-07,17:40:20
5126,2270,2015-02-07,17:57:15
5128,2271,2015-02-07,18:09:56
5129,2272,2015-02-07,18:17:46
5133,2273,2015-02-07,18:31:29
5136,2274,2015-02-07,18:35:51
5137,2275,2015-02-07,18:42:49
5139,2276,2015-02-07,18:44:16
5140,2277,2015-02-07,18:53:49
5144,2278,2015-02-07,19:02:51
5146,2279,2015-02-07,19:13:49
5147,2280,2015-02-07,19:14:00
5151,2281,2015-02-07,19:15:58
5152,2282,2015-02-07,19:33:21
5153,2283,2015-02-07,19:34:04
5157,2284,2015-02-07,19:35:53
5160,2285,2015-02-07,19:38:29
5161,2286,2015-02-07,19:42:45
5162,2287,2015-02-07,20:13:16
5163,2288,2015-02-07,20:20:41
5164,2289,2015-02-07,20:29:43
5168,2290,2015-02-07,20:47:23
5169,2291,2015-02-07,20:55:05
5172,2292,2015-02-07,20:57:53
5176,2293,2015-02-07,21:14:52
5178,2294,2015-02-07,21:16:09
5179,2295,2015-02-07,21:21:53
5180,2296,2015-02-07,21:24:01
5184,2297,2015-02-07,21:35:12
5185,2298,2015-02-07,21:40:33
5189,2299,2015-02-07,21:55:00
5191,2300,2015-02-07,21:59:07
5192,2301,2015-02-07,22:10:57
5194,2302,2015-02-08,11:46:15
5196,2303,2015-02-08,12:10:20
5198,2304,2015-02-08,12:22:04
5200,2305,2015-02-08,12:27:40
5201,2306,2015-02-08,12:45:27
5204,2307,2015-02-08,12:51:06
5205,2308,2015-02-08,13:03:37
5208,2309,2015-02-08,13:06:36
5217,2310,2015-02-08,13:38:04
5218,2311,2015-02-08,13:38:52
5219,2312,2015-02-08,14:10:27
5222,2313,2015-02-08,14:12:59
5224,2314,2015-02-08,14:25:11
5227,2315,2015-02-08,14:33:52
5231,2316,2015-02-08,14:37:47
5232,2317,2015-02-08,14:49:35
5236,2318,2015-02-08,15:00:00
5237,2319,2015-02-08,15:10:49
5239,2320,2015-02-08,15:27:41
5240,2321,2015-02-08,15:33:33
5241,2322,2015-02-08,15:46:13
5245,2323,2015-02-08,16:07:18
5246,2324,2015-02-08,16:16:21
5247,2325,2015-02-08,16:28:32
5248,2326,2015-02-08,16:28:40
5252,2327,2015-02-08,16:58:21
5254,2328,2015-02-08,17:02:47
5255,2329,2015-02-08,17:19:00
5258,2330,2015-02-08,17:19:54
5260,2331,2015-02-08,17:20:08
5262,2332,2015-02-08,17:53:01
5265,2333,2015-02-08,18:02:00
5269,2334,2015-02-08,18:06:04
5272,2335,2015-02-08,18:20:27
5275,2336,2015-02-08,18:24:31
5276,2337,2015-02-08,18:50:18
5278,2338,2015-02-08,18:51:54
5279,2339,2015-02-08,18:54:41
5281,2340,2015-02-08,18:59:56
5283,2341,2015-02-08,19:07:53
5286,2342,2015-02-08,19:12:49
5287,2343,2015-02-08,19:20:14
5289,2344,2015-02-08,20:20:37
5292,2345,2015-02-08,20:20:51
5293,2346,2015-02-08,20:25:39
5297,2347,2015-02-08,20:28:32
5300,2348,2015-02-08,20:58:36
5303,2349,2015-02-08,20:59:06
5304,2350,2015-02-08,21:21:37
5305,2351,2015-02-08,21:52:14
5309,2352,2015-02-08,22:21:27
5311,2353,2015-02-08,22:23:41
5312,2354,2015-02-08,22:36:28
5316,2355,2015-02-09,11:26:25
5317,2356,2015-02-09,11:31:10
5318,2357,2015-02-09,11:44:49
5319,2358,2015-02-09,12:13:41
5321,2359,2015-02-09,12:16:09
5322,2360,2015-02-09,12:19:47
5324,2361,2015-02-09,12:23:58
5325,2362,2015-02-09,12:30:05
5328,2363,2015-02-09,12:35:50
5332,2364,2015-02-09,12:52:36
5341,2365,2015-02-09,13:02:33
5342,2366,2015-02-09,13:07:01
5345,2367,2015-02-09,13:08:29
5347,2368,2015-02-09,13:35:05
5348,2369,2015-02-09,14:00:19
5360,2370,2015-02-09,14:00:23
5362,2371,2015-02-09,14:00:40
5363,2372,2015-02-09,14:04:34
5367,2373,2015-02-09,14:29:17
5368,2374,2015-02-09,14:35:54
5372,2375,2015-02-09,15:14:42
5375,2376,2015-02-09,15:25:59
5379,2377,2015-02-09,15:26:16
5381,2378,2015-02-09,16:05:30
5383,2379,2015-02-09,16:18:14
5385,2380,2015-02-09,16:22:26
5387,2381,2015-02-09,16:49:40
5391,2382,2015-02-09,17:09:34
5395,2383,2015-02-09,17:12:03
5397,2384,2015-02-09,17:17:07
5398,2385,2015-02-09,17:23:46
5399,2386,2015-02-09,17:36:17
5401,2387,2015-02-09,17:38:39
5405,2388,2015-02-09,17:46:35
5406,2389,2015-02-09,17:57:51
5407,2390,2015-02-09,18:02:29
5409,2391,2015-02-09,18:05:26
5410,2392,2015-02-09,18:05:44
5412,2393,2015-02-09,18:06:54
5415,2394,2015-02-09,18:14:43
5418,2395,2015-02-09,18:33:38
5420,2396,2015-02-09,18:34:07
5423,2397,2015-02-09,18:35:19
5425,2398,2015-02-09,18:53:44
5428,2399,2015-02-09,19:00:56
5432,2400,2015-02-09,19:30:28
5433,2401,2015-02-09,19:33:50
5437,2402,2015-02-09,19:38:23
5438,2403,2015-02-09,19:54:24
5441,2404,2015-02-09,20:09:44
5444,2405,2015-02-09,20:38:13
5445,2406,2015-02-09,21:08:21
5447,2407,2015-02-09,21:51:59
5448,2408,2015-02-09,22:01:04
5450,2409,2015-02-10,11:28:16
5454,2410,2015-02-10,11:43:09
5457,2411,2015-02-10,11:53:29
5458,2412,2015-02-10,12:09:03
5459,2413,2015-02-10,12:10:19
5460,2414,2015-02-10,12:10:37
5461,2415,2015-02-10,12:34:39
5463,2416,2015-02-10,12:37:42
5465,2417,2015-02-10,12:38:36
5469,2418,2015-02-10,12:40:03
5470,2419,2015-02-10,12:41:17
5471,2420,2015-02-10,12:43:17
5472,2421,2015-02-10,12:48:04
5473,2422,2015-02-10,12:58:32
5477,2423,2015-02-10,13:04:06
5480,2424,2015-02-10,13:04:23
5482,2425,2015-02-10,13:17:12
5483,2426,2015-02-10,13:37:25
5486,2427,2015-02-10,13:42:50
5487,2428,2015-02-10,13:45:23
5488,2429,2015-02-10,13:49:59
5489,2430,2015-02-10,13:54:52
5492,2431,2015-02-10,14:06:28
5500,2432,2015-02-10,14:11:49
5504,2433,2015-02-10,14:23:45
5507,2434,2015-02-10,14:25:40
5508,2435,2015-02-10,14:28:48
5509,2436,2015-02-10,14:58:42
5511,2437,2015-02-10,15:01:08
5513,2438,2015-02-10,15:31:30
5514,2439,2015-02-10,16:43:26
5516,2440,2015-02-10,16:43:55
5519,2441,2015-02-10,16:49:23
5520,2442,2015-02-10,16:49:38
5523,2443,2015-02-10,16:54:05
5524,2444,2015-02-10,17:02:57
5526,2445,2015-02-10,17:10:46
5529,2446,2015-02-10,17:19:06
5530,2447,2015-02-10,17:20:30
5534,2448,2015-02-10,17:26:11
5535,2449,2015-02-10,17:51:44
5536,2450,2015-02-10,17:55:50
5538,2451,2015-02-10,17:58:53
5540,2452,2015-02-10,18:09:01
5543,2453,2015-02-10,18:51:01
5544,2454,2015-02-10,19:00:37
5546,2455,2015-02-10,19:07:28
5550,2456,2015-02-10,19:19:00
5554,2457,2015-02-10,20:01:34
5555,2458,2015-02-10,20:09:17
5559,2459,2015-02-10,20:12:30
5561,2460,2015-02-10,20:13:13
5562,2461,2015-02-10,20:14:23
5563,2462,2015-02-10,20:18:10
5565,2463,2015-02-10,20:20:20
5567,2464,2015-02-10,20:20:24
5568,2465,2015-02-10,20:33:37
5570,2466,2015-02-10,21:11:59
5571,2467,2015-02-10,21:35:04
5572,2468,2015-02-11,11:44:12
5573,2469,2015-02-11,11:44:58
5574,2470,2015-02-11,11:46:05
5576,2471,2015-02-11,11:48:07
5584,2472,2015-02-11,11:53:20
5585,2473,2015-02-11,12:00:54
5586,2474,2015-02-11,12:02:54
5587,2475,2015-02-11,12:08:37
5588,2476,2015-02-11,12:11:27
5590,2477,2015-02-11,12:20:06
5592,2478,2015-02-11,12:27:39
5594,2479,2015-02-11,12:35:27
5599,2480,2015-02-11,12:42:27
5600,2481,2015-02-11,12:54:36
5602,2482,2015-02-11,12:55:29
5603,2483,2015-02-11,12:56:55
5604,2484,2015-02-11,13:14:20
5605,2485,2015-02-11,13:22:08
5609,2486,2015-02-11,13:30:45
5613,2487,2015-02-11,13:34:18
5614,2488,2015-02-11,13:43:20
5618,2489,2015-02-11,13:52:56
5619,2490,2015-02-11,13:58:36
5620,2491,2015-02-11,14:00:00
5626,2492,2015-02-11,14:20:32
5627,2493,2015-02-11,14:40:54
5629,2494,2015-02-11,14:41:21
5630,2495,2015-02-11,14:50:55
5631,2496,2015-02-11,15:02:30
5634,2497,2015-02-11,15:12:46
5638,2498,2015-02-11,15:23:21
5639,2499,2015-02-11,16:34:30
5640,2500,2015-02-11,17:00:13
5641,2501,2015-02-11,17:00:41
5642,2502,2015-02-11,17:08:01
5645,2503,2015-02-11,17:08:24
5647,2504,2015-02-11,17:12:25
5649,2505,2015-02-11,17:22:02
5651,2506,2015-02-11,17:44:46
5655,2507,2015-02-11,17:47:02
5659,2508,2015-02-11,17:47:30
5661,2509,2015-02-11,17:49:56
5662,2510,2015-02-11,17:53:00
5663,2511,2015-02-11,18:00:12
5666,2512,2015-02-11,18:02:54
5670,2513,2015-02-11,18:21:25
5671,2514,2015-02-11,18:25:46
5673,2515,2015-02-11,18:46:12
5677,2516,2015-02-11,18:50:33
5679,2517,2015-02-11,18:56:35
5680,2518,2015-02-11,19:02:19
5684,2519,2015-02-11,19:04:08
5686,2520,2015-02-11,19:06:07
5687,2521,2015-02-11,19:11:58
5689,2522,2015-02-11,19:25:46
5693,2523,2015-02-11,19:30:16
5697,2524,2015-02-11,19:31:47
5701,2525,2015-02-11,19:32:54
5702,2526,2015-02-11,19:36:30
5704,2527,2015-02-11,19:53:46
5707,2528,2015-02-11,19:54:40
5709,2529,2015-02-11,20:06:11
5713,2530,2015-02-11,20:11:26
5716,2531,2015-02-11,20:22:03
5718,2532,2015-02-11,20:33:15
5719,2533,2015-02-11,21:34:53
5720,2534,2015-02-11,21:44:25
5721,2535,2015-02-11,21:45:46
5723,2536,2015-02-11,21:52:14
5724,2537,2015-02-12,11:17:06
5725,2538,2015-02-12,11:37:34
5728,2539,2015-02-12,11:38:35
5730,2540,2015-02-12,11:48:50
5732,2541,2015-02-12,11:54:44
5734,2542,2015-02-12,11:57:08
5735,2543,2015-02-12,12:00:00
5736,2544,2015-02-12,12:03:27
5739,2545,2015-02-12,12:12:17
5740,2546,2015-02-12,12:41:02
5741,2547,2015-02-12,12:45:49
5753,2548,2015-02-12,12:48:03
5759,2549,2015-02-12,13:06:59
5760,2550,2015-02-12,13:18:54
5761,2551,2015-02-12,13:28:21
5763,2552,2015-02-12,13:47:03
5764,2553,2015-02-12,13:47:07
5765,2554,2015-02-12,13:53:40
5766,2555,2015-02-12,14:00:00
5768,2556,2015-02-12,14:00:38
5770,2557,2015-02-12,14:09:47
5774,2558,2015-02-12,14:20:14
5776,2559,2015-02-12,14:22:23
5777,2560,2015-02-12,14:27:16
5778,2561,2015-02-12,14:28:55
5779,2562,2015-02-12,14:30:22
5783,2563,2015-02-12,14:43:38
5786,2564,2015-02-12,14:53:19
5787,2565,2015-02-12,15:04:49
5790,2566,2015-02-12,15:25:11
5792,2567,2015-02-12,15:38:37
5793,2568,2015-02-12,15:53:33
5795,2569,2015-02-12,15:53:59
5799,2570,2015-02-12,15:54:49
5800,2571,2015-02-12,15:58:47
5803,2572,2015-02-12,16:04:07
5804,2573,2015-02-12,16:10:39
5806,2574,2015-02-12,16:22:32
5808,2575,2015-02-12,16:30:57
5809,2576,2015-02-12,16:58:29
5811,2577,2015-02-12,17:21:15
5813,2578,2015-02-12,17:36:09
5817,2579,2015-02-12,17:38:32
5820,2580,2015-02-12,17:42:00
5822,2581,2015-02-12,17:56:55
5824,2582,2015-02-12,17:59:55
5825,2583,2015-02-12,18:14:11
5826,2584,2015-02-12,18:25:21
5828,2585,2015-02-12,18:27:56
5830,2586,2015-02-12,19:04:06
5832,2587,2015-02-12,19:09:56
5835,2588,2015-02-12,20:01:13
5839,2589,2015-02-12,20:14:33
5840,2590,2015-02-12,20:25:21
5842,2591,2015-02-12,20:39:09
5844,2592,2015-02-12,21:43:21
5845,2593,2015-02-12,22:02:05
5849,2594,2015-02-12,22:54:43
5851,2595,2015-02-13,11:25:30
5852,2596,2015-02-13,11:27:46
5856,2597,2015-02-13,11:31:11
5857,2598,2015-02-13,11:37:51
5858,2599,2015-02-13,11:52:09
5860,2600,2015-02-13,11:53:11
5861,2601,2015-02-13,12:03:27
5864,2602,2015-02-13,12:10:01
5872,2603,2015-02-13,12:22:43
5873,2604,2015-02-13,12:33:36
5876,2605,2015-02-13,12:46:15
5877,2606,2015-02-13,12:56:00
5879,2607,2015-02-13,13:00:12
5880,2608,2015-02-13,13:11:19
5881,2609,2015-02-13,13:12:42
5885,2610,2015-02-13,13:17:50
5886,2611,2015-02-13,13:22:38
5887,2612,2015-02-13,13:43:11
5899,2613,2015-02-13,13:46:46
5901,2614,2015-02-13,13:52:26
5902,2615,2015-02-13,13:54:55
5904,2616,2015-02-13,13:59:40
5907,2617,2015-02-13,14:38:42
5908,2618,2015-02-13,14:46:51
5910,2619,2015-02-13,14:53:46
5911,2620,2015-02-13,15:00:24
5912,2621,2015-02-13,15:34:03
5913,2622,2015-02-13,16:06:27
5916,2623,2015-02-13,16:08:36
5917,2624,2015-02-13,16:21:18
5919,2625,2015-02-13,16:23:52
5923,2626,2015-02-13,16:49:57
5927,2627,2015-02-13,16:50:09
5929,2628,2015-02-13,16:57:02
5933,2629,2015-02-13,17:07:10
5934,2630,2015-02-13,17:15:17
5937,2631,2015-02-13,17:19:26
5941,2632,2015-02-13,17:24:48
5943,2633,2015-02-13,17:37:46
5947,2634,2015-02-13,18:01:27
5949,2635,2015-02-13,18:09:55
5950,2636,2015-02-13,18:10:11
5951,2637,2015-02-13,18:17:35
5952,2638,2015-02-13,18:27:27
5955,2639,2015-02-13,18:38:55
5957,2640,2015-02-13,19:21:23
5958,2641,2015-02-13,19:52:22
5962,2642,2015-02-13,20:02:53
5963,2643,2015-02-13,20:08:34
5965,2644,2015-02-13,20:22:27
5968,2645,2015-02-13,20:26:18
5970,2646,2015-02-13,20:29:23
5971,2647,2015-02-13,20:45:14
5975,2648,2015-02-13,20:48:10
5978,2649,2015-02-13,20:52:50
5981,2650,2015-02-13,20:55:07
5985,2651,2015-02-13,20:59:54
5986,2652,2015-02-13,21:00:56
5987,2653,2015-02-13,21:03:23
5989,2654,2015-02-13,21:05:06
5991,2655,2015-02-13,21:34:36
5995,2656,2015-02-13,21:36:02
5996,2657,2015-02-13,21:46:22
5998,2658,2015-02-13,21:59:50
5999,2659,2015-02-13,22:00:43
6001,2660,2015-02-13,22:02:38
6002,2661,2015-02-13,22:09:27
6004,2662,2015-02-13,22:22:32
6006,2663,2015-02-13,22:24:52
6008,2664,2015-02-13,22:38:02
6010,2665,2015-02-13,22:41:26
6011,2666,2015-02-14,11:48:35
6013,2667,2015-02-14,12:10:23
6014,2668,2015-02-14,12:22:58
6016,2669,2015-02-14,12:42:49
6017,2670,2015-02-14,13:13:51
6021,2671,2015-02-14,13:17:44
6022,2672,2015-02-14,14:05:30
6024,2673,2015-02-14,14:07:03
6025,2674,2015-02-14,14:15:01
6026,2675,2015-02-14,14:41:49
6040,2676,2015-02-14,15:17:34
6041,2677,2015-02-14,15:27:42
6045,2678,2015-02-14,15:47:53
6046,2679,2015-02-14,16:01:35
6047,2680,2015-02-14,16:10:21
6048,2681,2015-02-14,16:39:19
6049,2682,2015-02-14,16:40:26
6050,2683,2015-02-14,16:56:35
6052,2684,2015-02-14,17:02:18
6053,2685,2015-02-14,17:15:58
6055,2686,2015-02-14,17:23:06
6056,2687,2015-02-14,17:31:20
6057,2688,2015-02-14,17:43:28
6058,2689,2015-02-14,17:48:59
6060,2690,2015-02-14,17:49:26
6062,2691,2015-02-14,17:52:15
6063,2692,2015-02-14,17:55:07
6067,2693,2015-02-14,18:01:21
6071,2694,2015-02-14,18:10:04
6072,2695,2015-02-14,18:15:16
6074,2696,2015-02-14,18:32:58
6077,2697,2015-02-14,18:43:18
6081,2698,2015-02-14,18:43:20
6083,2699,2015-02-14,18:44:17
6087,2700,2015-02-14,18:47:34
6091,2701,2015-02-14,18:53:37
6092,2702,2015-02-14,18:54:29
6095,2703,2015-02-14,19:11:09
6096,2704,2015-02-14,19:11:21
6097,2705,2015-02-14,19:34:31
6101,2706,2015-02-14,19:35:44
6102,2707,2015-02-14,19:35:46
6106,2708,2015-02-14,19:40:04
6110,2709,2015-02-14,19:44:58
6114,2710,2015-02-14,20:00:00
6118,2711,2015-02-14,20:00:33
6122,2712,2015-02-14,20:52:05
6124,2713,2015-02-14,21:08:21
6126,2714,2015-02-14,21:22:31
6127,2715,2015-02-14,21:31:51
6131,2716,2015-02-14,21:33:46
6134,2717,2015-02-14,21:58:09
6137,2718,2015-02-14,22:16:39
6141,2719,2015-02-14,22:22:46
6143,2720,2015-02-14,22:29:54
6144,2721,2015-02-14,22:29:57
6145,2722,2015-02-14,22:52:37
